STFID,SQ_MILES,POP_DEN,MINORITY_D,POP2000,WHITE,MINORITY,BLACK,AMERI_ES,ASIAN,HAWN_PI,OTHER,MULT_RACE,HISPANIC,min_per,min_pop2,WHITE_DEN,Shape_Leng,Shape_Area,PER_min
"261635735004",0.27885206188,7810.59313425000,2356.08801157000,"2178","1539","663","10","0","89","0","6","534","24","0",0.00000000000,5519.05547916000,3510.93256667000,721803.66585700004,0.29338842975
"261635242004",0.05083631499,17113.75028080000,10405.94700980000,"870","538","755","45","17","0","2","226","42","423","0",0.00000000000,10582.98580580000,1575.80120149000,131590.79296200001,0.38160919540
"261635682003",0.17784295681,6016.54414207000,298.01573787800,"1070","1024","66","13","1","5","0","13","14","20","0",0.00000000000,5757.88897335000,2759.51091531000,460222.15668399999,0.04299065421
"261635687004",0.52120715254,1891.76222007000,585.17999708000,"986","699","312","225","0","15","0","7","40","25","0",0.00000000000,1341.11743593000,5024.47456722000,1348849.69626000011,0.29107505071
"261635750004",0.10946453822,6787.58630046000,639.47650206200,"743","699","86","0","3","15","0","16","10","42","0",0.00000000000,6385.62964202000,2410.99943706000,283313.03455300000,0.05921938089
"261635750002",0.18789710940,7477.49661762000,377.86637711800,"1405","1364","77","2","7","4","0","6","22","36","0",0.00000000000,7259.29208999000,3223.40690236000,486315.22589100001,0.02918149466
"261635658003",0.18833539323,4847.73458855000,276.10317481300,"913","889","55","2","7","6","0","3","6","31","0",0.00000000000,4720.30235402000,3217.85039412000,487393.52192500001,0.02628696605
"261635705004",0.35931081347,2076.19690818000,1722.74247475000,"746","142","637","569","4","0","0","18","13","33","0",0.00000000000,395.20102005600,4497.73855720000,929882.27479800000,0.80965147453
"261635243003",0.11823880551,10241.98438760000,6224.69075908000,"1211","719","1044","75","38","2","0","308","69","552","0",0.00000000000,6080.91393449000,2961.32852164000,306064.63671900000,0.40627580512
"261635645002",4.44533300640,346.88064938700,36.21775911240,"1542","1408","168","57","19","14","0","7","37","34","0",0.00000000000,316.73667596400,13518.14816880000,11501988.81560000032,0.08690012970
"261635243002",0.05455943506,17045.63104270000,9879.13455055000,"930","614","758","41","13","0","2","219","41","442","0",0.00000000000,11253.78221530000,1620.74703343000,141228.32314200001,0.33978494624
"261635760001",1.32135379448,0.00000000000,0.00000000000,"0","0","0","0","0","0","0","0","0","0","0",0.00000000000,0.00000000000,7969.25225781000,3420097.82596000005,0.00000000000
"261635751001",0.12277566149,5351.22345930000,219.91329284800,"657","636","29","1","4","8","0","2","6","8","0",0.00000000000,5180.17978709000,3077.70565109000,317762.63698600000,0.03196347032
"261635236003",0.41836777661,14.34144868560,9.56096579041,"6","3","5","2","0","0","0","1","0","2","0",0.00000000000,7.17072434280,5136.28323827000,1082985.03040999989,0.50000000000
"261635236002",0.14868316454,4795.43196570000,4048.87804117000,"713","141","691","466","2","0","0","89","15","119","0",0.00000000000,948.32525549000,2849.09795844000,384879.95257800003,0.80224403927
"261635756001",0.27293618942,685.14182893200,21.98316028660,"187","185","6","0","0","0","1","0","1","4","0",0.00000000000,677.81410883600,4165.25200965000,706442.37312899996,0.01069518717
"261635704006",0.42620970893,2902.32712699000,2325.14646956000,"1237","248","1009","891","16","25","0","18","39","20","0",0.00000000000,581.87318309900,4874.36010270000,1103031.67262999993,0.79951495554
"261635237003",0.33752982656,2414.60142441000,1691.70234766000,"815","323","760","271","1","0","0","189","31","268","0",0.00000000000,956.95246636300,4322.00840924000,873712.78335100005,0.60368098160
"261635750003",0.15049411833,6558.39584274000,431.91056715100,"987","954","69","3","1","7","0","4","18","36","0",0.00000000000,6339.11817019000,2747.05071996000,389507.18416100001,0.03343465046
"261635683003",0.15721546778,4547.89856289000,292.59207537400,"715","680","47","7","2","4","2","1","19","12","0",0.00000000000,4325.27415771000,2765.77372264000,406843.33542700001,0.04895104895
"261635683004",0.14948186065,6709.84422871000,280.97054596800,"1003","973","47","8","1","4","0","5","12","17","0",0.00000000000,6509.15098159000,2763.45241650000,386827.87753000000,0.02991026919
"261635657001",0.51938273351,2812.95450490000,698.90656076500,"1461","1134","373","172","5","99","0","10","41","46","0",0.00000000000,2183.36099148000,4917.28233726000,1344022.85525000002,0.22381930185
"261635683001",0.10469334367,7096.91728228000,1155.75638110000,"743","630","126","79","11","5","0","5","13","13","0",0.00000000000,6017.57454621000,2370.94119096000,270928.89249499998,0.15208613728
"261635685003",0.26578873035,7472.10010517000,1219.01331021000,"1986","1738","355","116","17","28","0","31","56","107","0",0.00000000000,6539.02818871000,4101.43906531000,687823.82965400000,0.12487411883
"261635683005",0.22072714414,5712.93578290000,634.26725583300,"1261","1137","145","79","1","6","0","5","33","21","0",0.00000000000,5151.15621345000,2994.69415676000,571191.23472499999,0.09833465504
"261635685001",0.18491729819,9209.52240090000,935.55336192300,"1703","1564","183","63","19","8","0","10","39","44","0",0.00000000000,8457.83501762000,3223.77124203000,478547.60556300002,0.08162066941
"261635683002",0.10978613539,5437.84511489000,428.10505929700,"597","554","50","14","3","12","0","3","11","7","0",0.00000000000,5046.17452873000,2407.42953276000,284106.93776499998,0.07202680067
"261635752001",0.15705351090,5997.95569422000,452.07521686800,"942","893","77","8","14","13","0","6","8","28","0",0.00000000000,5685.96012202000,2628.66312027000,406474.32795800001,0.05201698514
"261635724002",0.27268795125,2424.01615829000,271.37245947500,"661","611","76","17","8","12","0","2","11","26","0",0.00000000000,2240.65638837000,4333.54701844000,705740.28473099996,0.07564296520
"261635650002",1.55095288920,593.18371718900,64.47649099880,"920","829","109","28","3","41","0","9","10","18","0",0.00000000000,534.51011038000,8986.47113377000,4013367.65488999989,0.09891304348
"261635648001",0.79387159995,1082.03895952000,200.28427772200,"859","715","162","68","0","54","1","3","18","18","0",0.00000000000,900.64942497600,6335.89601842000,2054252.03087999998,0.16763678696
"261635648003",0.66010030515,1825.48014385000,243.90232627400,"1205","1068","165","60","19","42","0","4","12","28","0",0.00000000000,1617.93592832000,5963.53116983000,1708043.90388000011,0.11369294606
"261635648002",1.16611987635,2059.82253516000,319.86419884000,"2402","2078","396","99","7","157","0","23","38","72","0",0.00000000000,1781.97803000000,7010.61787706000,3017442.00417000009,0.13488759367
"261635751002",0.10970323248,5460.18550656000,300.81155545300,"599","573","42","0","0","16","0","9","1","16","0",0.00000000000,5223.18246287000,2488.62843881000,283927.58558399999,0.04340567613
"261635752004",0.12704970403,9083.05933335000,637.54575910000,"1154","1103","93","5","5","19","0","12","10","42","0",0.00000000000,8681.64163317000,2829.39979201000,328818.86178199999,0.04419410745
"261635752003",0.28542210840,3640.22256659000,795.31330376800,"1039","851","234","125","7","28","0","7","21","46","0",0.00000000000,2981.54899342000,4505.27112495000,738701.53520499996,0.18094321463
"261635785002",0.43770337504,2702.74361010000,379.25227326800,"1183","1106","189","11","7","18","0","23","18","112","0",0.00000000000,2526.82538695000,6072.80308834000,1132948.63097999990,0.06508875740
"261635751004",0.10750079742,8744.12118369000,762.78503942800,"940","888","89","6","13","18","0","7","8","37","0",0.00000000000,8260.40384161000,2299.24546974000,278230.98651700001,0.05531914894
"261635237001",0.27529883184,1928.81312443000,642.93770814300,"531","410","239","33","7","2","0","62","17","118","0",0.00000000000,1489.29073638000,4026.24688799000,712613.56667400000,0.22787193974
"261635710001",0.17153368464,3841.81102020000,3591.13139369000,"659","45","617","596","0","4","0","1","13","3","0",0.00000000000,262.33914402000,2750.43187407000,443940.90198500000,0.93171471927
"261635245003",0.55779369896,0.00000000000,0.00000000000,"0","0","0","0","0","0","0","0","0","0","0",0.00000000000,0.00000000000,6505.01193951000,1443817.13317000004,0.00000000000
"261635685002",0.18673461056,4412.67956442000,390.92913616900,"824","763","82","15","13","0","0","9","24","21","0",0.00000000000,4086.01275201000,3227.28577649000,483250.42261700000,0.07402912621
"261635245001",0.21909239674,2934.83484400000,1209.53535561000,"643","460","353","30","10","24","0","88","31","170","0",0.00000000000,2099.57080597000,3390.44522351000,567112.84005400003,0.28460342146
"261635756002",0.35774406793,4095.10633809000,346.61650916300,"1465","1367","128","20","2","38","0","4","34","30","0",0.00000000000,3821.16748408000,4574.60543568000,925942.79943999997,0.06689419795
"261635751003",0.08056909776,7732.49319297000,273.05754453500,"623","613","23","2","0","1","0","1","6","13","0",0.00000000000,7608.37612727000,1968.83484012000,208525.14973999999,0.01605136437
"261635685004",0.12197579501,8468.89335621000,557.48765558800,"1033","980","69","16","16","4","0","1","16","16","0",0.00000000000,8034.38091877000,2672.32927047000,315656.30451099999,0.05130687318
"261635785003",0.20685799778,3896.39273642000,536.59999223600,"806","743","145","1","3","5","0","34","20","82","0",0.00000000000,3591.83598407000,3057.07663615000,535426.65638800000,0.07816377171
"261635709001",0.17388665044,4698.46303868000,4347.65980078000,"817","58","761","733","0","1","0","5","20","2","0",0.00000000000,333.55061963700,3492.79781382000,450026.51757600001,0.92900856793
"261635754001",0.22434183647,2206.45425656000,178.29933386300,"495","479","42","0","1","9","0","2","4","26","0",0.00000000000,2135.13452301000,4261.34479338000,580647.30276999995,0.03232323232
"261635755005",0.10637695685,8667.29061753000,1175.06651539000,"922","833","136","32","1","23","0","11","22","47","0",0.00000000000,7830.64325857000,2434.47391698000,275329.82081200002,0.09652928416
"261635754005",0.13155017009,6803.48797256000,547.31970282100,"895","844","87","0","0","21","0","15","15","36","0",0.00000000000,6415.80318306000,2367.49377046000,340477.59294599999,0.05698324022
"261635708002",0.25783268136,4340.02390276000,4289.60360720000,"1119","19","1117","1041","16","3","3","11","26","17","0",0.00000000000,73.69120120870,3288.94877034000,667274.37074899999,0.98302055407
"261635753001",0.12607332953,7963.61929825000,237.95675194000,"1004","992","33","1","3","2","0","3","3","21","0",0.00000000000,7868.43659747000,2378.12013206000,326300.39826200000,0.01195219124
"261635753005",0.08677324817,7168.10783423000,414.87440841200,"622","600","37","0","4","7","0","1","10","15","0",0.00000000000,6914.57347353000,1916.76783884000,224583.39871000001,0.03536977492
"261635753004",0.13171579492,4813.39387096000,235.35522082000,"634","621","32","3","0","0","0","1","9","19","0",0.00000000000,4714.69652029000,3295.48135275000,340898.84025700000,0.02050473186
"261635666009",0.65257526441,2326.16846329000,678.84889936600,"1518","1091","447","378","5","20","0","4","20","20","0",0.00000000000,1671.83780860000,5252.51630279000,1688687.63700999995,0.28129117260
"261635666001",0.26427362569,2732.01685610000,155.14223144000,"722","686","52","6","7","7","0","11","5","16","0",0.00000000000,2595.79440898000,3345.96174743000,683879.31853599998,0.04986149584
"261635664002",0.31000236857,1951.59799195000,325.80396229300,"605","505","104","75","2","9","1","3","10","4","0",0.00000000000,1629.01981147000,3762.71434417000,802254.19722500001,0.16528925620
"261635665002",0.18274105761,3009.72319633000,246.25007970000,"550","520","47","16","3","2","0","2","7","17","0",0.00000000000,2845.55647653000,2837.63534679000,472896.43646800000,0.05454545455
"261635709004",0.11406455775,6969.73727582000,6908.36851993000,"795","10","790","766","0","2","0","2","15","5","0",0.00000000000,87.66965126820,2303.44024295000,295202.78749399999,0.98742138365
"261635665001",0.17430057377,5892.12059257000,378.65624061300,"1027","973","68","17","3","8","0","2","24","14","0",0.00000000000,5582.31094116000,3060.74466812000,451058.59367600002,0.05258033106
"261635664001",0.45967357508,1468.43333313000,519.93417276800,"675","446","253","178","2","9","0","14","26","24","0",0.00000000000,970.25372826200,4739.38708904000,1189568.11192999990,0.33925925926
"261635755004",0.14117249396,6963.11280200000,368.34370875300,"983","948","58","0","0","17","1","6","11","23","0",0.00000000000,6715.18915187000,2494.92619391000,365390.94807400001,0.03560528993
"261635237004",0.67562422785,806.66142144500,525.44000846400,"545","284","480","98","10","1","0","125","27","219","0",0.00000000000,420.35200677100,5560.63643111000,1748870.81869999995,0.47889908257
"261635708001",0.20904440968,2281.81179649000,2205.27303602000,"477","18","461","451","0","0","0","0","8","2","0",0.00000000000,86.10610552780,2973.32512434000,541004.03252400004,0.96226415094
"261635752002",0.17342821702,7934.11835558000,443.98772774700,"1376","1325","86","4","0","16","0","9","22","35","0",0.00000000000,7640.04856188000,2810.86907855000,448853.64577200002,0.03706395349
"261635245002",0.34754340246,2742.10355675000,1694.75235564000,"953","540","722","238","0","10","0","133","32","309","0",0.00000000000,1553.76277088000,4115.82033820000,899608.48805399996,0.43336831060
"261635754003",0.08628700348,7347.57233907000,440.39077111100,"634","614","43","1","0","7","0","5","7","23","0",0.00000000000,7115.78772269000,2092.33720564000,223328.91317399999,0.03154574132
"261635710002",0.22088095673,3110.27265630000,2965.39823854000,"687","39","657","621","2","1","0","2","22","9","0",0.00000000000,176.56569664600,3025.42756161000,571654.43202800001,0.94323144105
"261635706001",0.29034785154,4398.17272010000,4336.17811637000,"1277","25","1263","1220","2","1","0","4","25","11","0",0.00000000000,86.10361629020,4885.05784582000,751408.77371700003,0.98042286609
"261635753003",0.15571826851,5124.63956631000,256.87416372500,"798","769","52","0","3","7","0","12","7","23","0",0.00000000000,4938.40579761000,2725.35997284000,403021.97486700001,0.03634085213
"261635785004",0.08501104554,10092.80611200000,1199.84408324000,"858","795","121","7","4","8","0","19","25","58","0",0.00000000000,9351.72594289000,2624.01572340000,220039.91725100001,0.07342657343
"261635755003",0.11068084974,8086.31305300000,406.57439931300,"895","882","45","2","0","7","0","0","4","32","0",0.00000000000,7968.85822653000,2221.53544961000,286472.20068000001,0.01452513966
"261635785001",0.13437312818,7293.12484803000,1600.02228809000,"980","875","239","17","9","11","0","24","44","134","0",0.00000000000,6511.71861431000,2556.76613830000,347813.07981600001,0.10714285714
"261635754002",0.11324457788,5466.04536496000,423.86135301800,"619","604","50","5","2","2","1","2","3","35","0",0.00000000000,5333.58869214000,2356.84542108000,293102.44678499998,0.02423263328
"261635753002",0.12512620209,5834.10978504000,183.81441788500,"730","715","26","1","5","1","0","3","5","11","0",0.00000000000,5714.23081685000,2868.24221974000,323847.64508300001,0.02054794521
"261635670001",0.59913207461,3014.36039986000,415.60118469900,"1806","1592","257","141","6","8","1","8","50","43","0",0.00000000000,2657.17705237000,5383.84899922000,1550511.07259000000,0.11849390919
"261635790001",1.43267655960,0.00000000000,0.00000000000,"0","0","0","0","0","0","0","0","0","0","0",0.00000000000,0.00000000000,11962.83012250000,3708549.46852000011,0.00000000000
"261635785005",0.16620190909,7226.15044914000,1077.00327260000,"1201","1091","224","20","5","12","1","45","27","114","0",0.00000000000,6564.30486262000,2627.43544126000,430190.23928899999,0.09159034138
"261635669001",0.17007425078,6320.76869427000,552.69977419700,"1075","994","99","44","15","6","0","5","11","18","0",0.00000000000,5844.50612289000,3127.63060366000,440136.66081400000,0.07534883721
"261635665003",0.32221118841,2849.06307736000,1014.86233801000,"918","614","327","162","9","87","4","0","42","23","0",0.00000000000,1905.58249401000,4254.50914682000,833820.35619600001,0.33115468410
"261635754004",0.09390373090,8210.53639280000,500.51259463300,"771","744","52","1","4","6","0","5","11","25","0",0.00000000000,7923.00788099000,2026.42851722000,243041.14424200001,0.03501945525
"261635755001",0.12311139957,6709.37056091000,592.95889945100,"826","785","80","7","4","10","0","7","13","39","0",0.00000000000,6376.33885026000,2653.74783292000,318646.37516900001,0.04963680387
"261635669006",0.10879120395,8704.74786211000,413.63638204300,"947","919","52","1","1","6","1","7","12","24","0",0.00000000000,8447.37411328000,2298.56263818000,281540.27426999999,0.02956705385
"261635669005",0.16655014716,5175.61836311000,564.39457787900,"862","780","94","66","5","5","0","0","6","12","0",0.00000000000,4683.27415687000,3354.77643568000,431012.59061999997,0.09512761021
"261635709003",0.12930532436,4446.83931489000,4238.03120793000,"575","29","548","533","0","2","0","0","11","2","0",0.00000000000,224.27537414200,2504.94107378000,334646.05280800001,0.94956521739
"261635709002",0.13223864672,6987.36733116000,6752.94266962000,"924","29","895","868","3","1","0","2","21","0","0",0.00000000000,219.30048983100,2505.18172661000,342239.36482000002,0.96861471862
"261635667005",1.38456309420,415.29346146000,41.89047089510,"575","531","59","6","8","7","0","1","22","15","0",0.00000000000,383.51448354000,8101.21010158000,3582889.27597999992,0.07652173913
"261635755002",0.12122318959,4190.61733756000,255.72664855200,"508","489","32","5","4","2","0","1","7","13","0",0.00000000000,4033.88164974000,2648.31454894000,313756.51709099999,0.03740157480
"261635668001",0.23879744460,4526.84911185000,871.03109645300,"1081","887","216","163","7","11","0","8","5","22","0",0.00000000000,3714.44510843000,3154.54289667000,617974.88915800001,0.17946345976
"261635708004",0.24777320783,3281.22643742000,3240.86694865000,"813","14","807","766","4","0","0","4","25","8","0",0.00000000000,56.50328428520,3215.79685654000,641232.90501600003,0.98277982780
"261635708003",0.24877282073,5909.00563701000,5752.23609971000,"1470","44","1435","1377","3","5","0","4","37","9","0",0.00000000000,176.86819593800,3241.68706932000,643826.60628299997,0.97006802721
"261635649001",1.14096150383,1513.63564346000,168.27912191300,"1727","1574","215","67","8","19","0","23","36","62","0",0.00000000000,1379.53821818000,7469.94411125000,2952378.73021999979,0.08859293573
"261635786001",0.17327144835,3047.24179908000,513.64492446700,"528","478","98","7","5","9","0","9","20","48","0",0.00000000000,2758.67723478000,3270.59750446000,448497.92295500002,0.09469696970
"261635706002",0.11934382371,11554.85015630000,11445.92118450000,"1379","35","1370","1304","4","7","0","4","25","26","0",0.00000000000,293.27030853400,2504.25798633000,308855.87416800001,0.97461928934
"261635710003",0.09164830362,7594.24858393000,6699.52389444000,"696","86","619","590","3","0","0","5","12","9","0",0.00000000000,938.36979629000,2223.84302877000,237191.63509100000,0.87643678161
"261635786005",0.21923317845,8265.17232844000,1824.54135286000,"1812","1515","439","145","18","37","2","39","56","142","0",0.00000000000,6910.45037394000,3406.71242420000,567449.10571200005,0.16390728477
"261635668004",0.10629184593,7253.61379575000,555.07550447400,"771","726","60","19","10","3","0","1","12","15","0",0.00000000000,6830.25112285000,2154.58570950000,275066.38687300001,0.05836575875
"261635727004",0.28340553223,5162.21397826000,388.13638934300,"1463","1401","114","4","10","18","0","4","26","52","0",0.00000000000,4943.44619517000,3741.26591347000,733497.83389400004,0.04237867396
"261635727001",0.15267501624,7971.17976432000,504.33922913100,"1217","1178","84","2","4","15","0","7","11","45","0",0.00000000000,7715.73521970000,2792.68856098000,395149.84272700001,0.03204601479
"261635728005",0.11608361944,7546.28434438000,628.85702869800,"876","830","76","6","5","26","0","3","6","30","0",0.00000000000,7150.01827150000,2382.74949098000,300446.42585599999,0.05251141553
"261635726001",0.17228061923,6889.92183415000,621.07972725700,"1187","1129","118","11","5","15","0","11","16","60","0",0.00000000000,6553.26179508000,2789.39760252000,445883.08332799998,0.04886267902
"261635727003",0.15780836053,6564.92467517000,500.60719048100,"1036","980","91","6","18","7","0","12","13","35","0",0.00000000000,6210.06388192000,2828.22638719000,408429.47495100001,0.05405405405
"261635728001",0.21368670716,6996.22367648000,491.37356925100,"1495","1430","114","7","12","8","0","9","29","49","0",0.00000000000,6692.04003838000,3542.00771401000,553070.05639599997,0.04347826087
"261635728006",0.16184214028,7396.09596067000,827.96730052600,"1197","1123","155","4","6","17","0","21","26","81","0",0.00000000000,6938.86028724000,2785.10812837000,418880.54848000000,0.06182121972
"261635729001",0.12311395748,7074.74617661000,812.25558858900,"871","804","115","0","7","15","0","15","30","48","0",0.00000000000,6530.53493226000,2256.17612232000,318649.13644799998,0.07692307692
"261635728002",0.15623871924,6630.87872849000,236.81709744600,"1036","1016","43","2","0","3","0","6","9","23","0",0.00000000000,6502.86948663000,3398.42680179000,404379.71284599998,0.01930501931
"261635726004",0.11901117443,8259.72859061000,857.06237664500,"983","922","113","8","7","5","0","11","30","52","0",0.00000000000,7747.17167908000,2551.29917016000,308011.47615000000,0.06205493388
"261635726005",0.19019536965,6330.33286886000,604.64142850400,"1204","1135","128","11","2","20","0","13","23","59","0",0.00000000000,5967.54801176000,3150.84292320000,492244.97790300002,0.05730897010
"261635760002",0.20041736715,3946.76375230000,863.19864620600,"791","686","189","31","10","31","0","16","17","84","0",0.00000000000,3422.85705952000,4102.99752111000,518737.28770099999,0.13274336283
"261635247006",0.12251896532,4774.77097915000,4880.87700091000,"585","9","599","569","0","0","0","1","6","23","0",0.00000000000,73.45801506390,2549.53798866000,317135.20568999997,0.98461538462
"261635667001",0.14782219774,5662.20779295000,284.12512222700,"837","808","43","2","8","5","0","1","13","14","0",0.00000000000,5466.02616093000,2591.47189618000,382537.35170599999,0.03464755078
"261635786004",0.57689942310,3466.80880569000,1001.90774484000,"2000","1539","625","333","11","6","0","47","64","164","0",0.00000000000,2667.70937598000,5806.05503952000,1493226.05836999998,0.23050000000
"261635793001",0.28593656252,2997.16829653000,2997.16829653000,"857","5","865","834","1","1","0","8","8","13","0",0.00000000000,17.48639612910,6175.26620223000,740140.12784199999,0.99416569428
"261635791004",0.15080687139,2964.05592046000,848.76769086900,"447","337","130","90","8","1","0","2","9","20","0",0.00000000000,2234.64618612000,2896.90737336000,390364.00051799999,0.24608501119
"261635667004",0.30824455179,4084.41931146000,369.83622041900,"1259","1158","116","57","3","2","0","2","37","15","0",0.00000000000,3756.75739688000,3852.72529468000,797672.85330399999,0.08022239873
"261635649002",0.73107943301,268.09672266700,53.34577644910,"196","160","43","18","5","2","0","4","7","7","0",0.00000000000,218.85446748300,5773.89664177000,1891712.26343999989,0.18367346939
"261635710004",0.12463406938,5809.00554394000,4918.39834038000,"724","120","617","568","0","0","0","4","32","13","0",0.00000000000,962.81859844400,2418.00270500000,322560.77306099999,0.83425414365
"261635247007",0.14130294750,7324.68797227000,7374.22692474000,"1035","2","1043","1017","1","2","0","1","12","10","0",0.00000000000,14.15398641990,2601.64733821000,365758.54593700002,0.99806763285
"261635786002",0.67962074895,857.83137271900,150.08370500400,"583","525","107","9","9","16","0","5","19","49","0",0.00000000000,772.48965810900,5576.93576459000,1759133.33270999999,0.09948542024
"261635729002",0.11869912117,6301.64733028000,345.41115045700,"748","726","44","1","0","10","0","3","8","22","0",0.00000000000,6116.30476174000,3473.19072332000,307223.71805999998,0.02941176471
"261635726003",0.13431178654,6350.89460121000,833.88065103800,"853","782","133","3","1","18","0","21","28","62","0",0.00000000000,5822.27383136000,2575.33090326000,347609.79020100000,0.08323563892
"261635247004",0.20242471312,4238.61289856000,4208.97224892000,"858","9","865","827","5","0","0","13","4","16","0",0.00000000000,44.46097446050,3814.88992980000,523962.36729199998,0.98951048951
"261635725001",0.25212416873,5287.07742197000,523.55155266400,"1333","1241","146","32","7","7","0","14","32","54","0",0.00000000000,4922.17785497000,4021.32425731000,652509.74085099995,0.06901725431
"261635670003",0.49909554338,1831.31268578000,893.61647468100,"914","478","452","399","5","0","0","6","26","16","0",0.00000000000,957.73245492800,4805.89795185000,1291656.40036999993,0.47702407002
"261635670002",0.26010516943,3217.92912394000,3079.52357022000,"837","37","801","775","8","1","0","0","16","1","0",0.00000000000,142.25015243200,3623.67587151000,673140.07928800001,0.95579450418
"261635667003",0.16227751629,4547.76494523000,369.73698741700,"738","698","60","33","2","0","0","0","5","20","0",0.00000000000,4301.27362029000,3461.71984935000,419943.88016000000,0.05420054201
"261635667002",0.10545356250,7538.86337410000,550.00512666400,"795","747","66","7","3","9","0","8","21","18","0",0.00000000000,7083.68671755000,2129.46743304000,272895.10162199999,0.06037735849
"261635669002",0.12748471808,5271.22003443000,1615.87995103000,"672","478","207","174","3","4","0","1","12","13","0",0.00000000000,3749.46901258000,2402.97980165000,329918.50770700001,0.28869047619
"261635669003",0.18651935981,7854.41254716000,4251.56938560000,"1465","680","800","673","1","73","2","7","29","15","0",0.00000000000,3645.73415158000,3240.22531351000,482690.43789900001,0.53583617747
"261635669004",0.06091122046,9998.15789943000,623.85878518600,"609","590","39","6","6","1","0","1","5","20","0",0.00000000000,9686.22850684000,1585.33742565000,157631.75071900000,0.03119868637
"261635668003",0.06051158886,12179.48518410000,743.65920391600,"737","700","46","18","3","1","0","1","14","9","0",0.00000000000,11568.03206090000,1589.83101342000,156594.29366100000,0.05020352782
"261635760004",0.14941850406,3707.70677634000,675.95376247400,"554","473","105","53","2","4","1","4","17","24","0",0.00000000000,3165.60524406000,3861.44421734000,386738.38874199998,0.14620938628
"261635791001",0.06128056734,12206.15331220000,3475.81638436000,"748","573","227","109","14","1","0","14","37","52","0",0.00000000000,9350.43562553000,1844.99373787000,158625.68062200001,0.23395721925
"261635668002",0.31969939072,1917.42623785000,281.51445580100,"613","541","93","50","11","0","0","3","8","21","0",0.00000000000,1692.21467321000,4765.46348241000,827335.14019900002,0.11745513866
"261635761006",0.45918641340,6.53329434943,4.35552956628,"3","1","2","2","0","0","0","0","0","0","0",0.00000000000,2.17776478314,5483.15958622000,1188503.79025999992,0.66666666667
"261635786003",0.08980250431,8730.26878292000,1213.77461395000,"784","715","121","15","9","16","1","12","16","52","0",0.00000000000,7961.91604565000,2274.64829542000,232442.69828899999,0.08801020408
"261635728004",0.09640198492,6649.24068244000,373.43629417800,"641","624","37","2","5","0","0","1","9","20","0",0.00000000000,6472.89576574000,2019.35666466000,249506.41518899999,0.02652106084
"261635728003",0.11952538723,6835.36794087000,535.45109940700,"817","771","80","6","3","4","0","16","17","34","0",0.00000000000,6450.51246317000,2251.22705410000,309355.92775099998,0.05630354957
"261635729003",0.18834148637,6111.23986643000,302.64176575700,"1151","1115","59","5","2","10","0","2","17","23","0",0.00000000000,5920.09769859000,2935.44005381000,487474.27192600002,0.03127715030
"261635727002",0.28215027287,4362.92330142000,290.62527271800,"1231","1182","84","4","12","7","1","2","23","35","0",0.00000000000,4189.25697991000,4203.90911932000,730248.34240299999,0.03980503656
"261635760003",0.12484738963,4717.75983254000,440.53784514400,"589","546","74","6","0","8","0","19","10","31","0",0.00000000000,4373.33933543000,2769.19351345000,323138.31731200003,0.07300509338
"261635247005",0.10821235559,7808.72013540000,7845.68449107000,"845","1","851","836","1","1","0","2","4","7","0",0.00000000000,9.24108891764,2220.08541287000,280101.78752399998,0.99881656805
"261635726002",0.23945007426,5257.88101720000,593.02549995500,"1259","1158","162","14","8","29","1","20","29","61","0",0.00000000000,4836.08118977000,3488.36990081000,619722.39096800005,0.08022239873
"261635791003",0.06406291253,8897.50368024000,3137.54077145000,"570","395","230","122","10","1","1","29","12","55","0",0.00000000000,6165.81395385000,1781.32692724000,165827.09815800001,0.30701754386
"261635247001",0.07535214473,8480.18330908000,8453.64126429000,"639","3","637","629","1","0","0","0","6","1","0",0.00000000000,39.81306717880,1924.72933289000,195046.20229600000,0.99530516432
"261635761004",0.30739382871,4739.84792126000,390.37868946500,"1457","1414","133","6","3","6","0","13","15","90","0",0.00000000000,4599.96222420000,4095.36468894000,795630.73483099998,0.02951269732
"261635725002",0.24836553349,2609.05766956000,579.79059323600,"648","517","157","103","8","0","0","13","7","26","0",0.00000000000,2081.60928266000,4025.18942982000,642781.52765700000,0.20216049383
"261635792003",0.18253796901,4284.04021507000,892.96490416400,"782","651","172","97","5","2","0","9","18","41","0",0.00000000000,3566.38130436000,4249.61527561000,472498.10214600002,0.16751918159
"261635791002",0.07804878778,12966.24878830000,3869.37463842000,"1012","754","320","204","4","0","0","18","32","62","0",0.00000000000,9660.62409724000,1872.35545881000,202030.62693100001,0.25494071146
"261635761001",0.08734945416,7532.96063903000,1236.41299242000,"658","597","120","7","0","19","0","12","23","59","0",0.00000000000,6834.61626368000,2636.42270959000,226090.55549400000,0.09270516717
"261635762001",0.24271841076,2331.92034439000,115.36001703700,"566","549","34","0","4","3","0","6","4","17","0",0.00000000000,2261.88033404000,3904.87042757000,628213.85118300002,0.03003533569
"261635792004",0.10737819861,10383.85831080000,3035.99803528000,"1115","856","342","195","9","1","3","16","35","83","0",0.00000000000,7971.82306195000,2359.64767287000,277948.21055999998,0.23228699552
"261635793004",0.09124002097,6795.26367274000,6685.66264576000,"620","8","612","605","0","1","0","2","4","0","0",0.00000000000,87.68082158380,2068.54984817000,236171.76648300001,0.98709677419
