STFID,SQ_MILES,POP_DEN,MINORITY_D,POP2000,WHITE,MINORITY,BLACK,AMERI_ES,ASIAN,HAWN_PI,OTHER,MULT_RACE,HISPANIC,min_per,min_pop2,WHITE_DEN,Shape_Leng,Shape_Area,PER_min
"261635011002",0.09322705446,10790.85900400000,10340.34600390000,"1006","46","967","944","1","2","0","3","10","7","0",0.00000000000,493.41900018500,2075.08321154000,241369.92005500000,0.95427435388
"261635574002",0.44414077208,3260.22759234000,112.57691962500,"1448","1413","54","3","1","13","0","4","14","19","0",0.00000000000,3181.42374860000,4961.98153907000,1149381.43186999997,0.02417127072
"261635016001",0.24377540777,5484.55651141000,3093.01092715000,"1337","613","760","660","11","6","0","6","41","36","0",0.00000000000,2514.60967950000,3292.31901572000,631169.85633099999,0.54151084518
"261635507007",0.17949579058,5426.31109535000,206.13296768800,"974","945","37","8","1","18","0","0","2","8","0",0.00000000000,5264.74741797000,2915.63489307000,464750.56598600000,0.02977412731
"261635545002",0.16282413737,5238.78101727000,405.34530731500,"853","795","71","15","10","5","0","5","23","13","0",0.00000000000,4882.56847447000,3028.29159648000,421409.56924500002,0.06799531067
"261635572001",0.31783411749,2608.27882965000,119.55922259000,"829","804","43","4","2","9","0","5","5","18","0",0.00000000000,2529.62144637000,3632.36769751000,822553.31437299994,0.03015681544
"261635534001",0.18603999253,6014.83576071000,5955.70868889000,"1119","12","1110","1081","2","0","0","2","22","3","0",0.00000000000,64.50226016850,2829.28040122000,481593.20923600002,0.98927613941
"261635105002",0.07469975638,16024.14864500000,10361.47957500000,"1197","429","776","159","11","411","2","2","183","8","0",0.00000000000,5742.99061714000,2293.76452912000,193380.51033700001,0.64160401003
"261635105004",0.26087623526,3745.07091080000,3718.23826354000,"977","13","977","927","0","14","0","7","16","13","0",0.00000000000,49.83205920200,3300.53702918000,675339.33475399995,0.98669396111
"261635571003",0.27502959949,4414.07034829000,596.29945397000,"1214","1065","166","65","4","53","2","2","23","17","0",0.00000000000,3872.31047853000,3409.27879787000,711782.84060400003,0.12273476112
"261635052002",0.05684727665,12401.64949990000,11891.51072620000,"705","30","676","665","0","0","0","0","10","1","0",0.00000000000,527.72976595400,1667.25380564000,147174.09352600001,0.95744680851
"261635442004",0.09975366473,7869.38507136000,6506.02663861000,"785","145","658","604","8","0","0","9","19","18","0",0.00000000000,1453.58068197000,2297.49976016000,258182.84008100000,0.81528662420
"261635106003",0.11443247485,12007.08104730000,7427.96134656000,"1374","531","854","513","3","223","0","4","100","11","0",0.00000000000,4640.29114709000,2496.62268500000,296242.34368699999,0.61353711790
"261635571002",0.25419134813,3029.21403769000,224.24051967300,"770","735","57","2","4","7","0","0","22","22","0",0.00000000000,2891.52249052000,3213.91327183000,657859.79391000001,0.04545454545
"261635106001",0.26936136191,3586.26045377000,2598.73945925000,"966","270","724","528","1","48","0","24","95","28","0",0.00000000000,1002.37093428000,4455.61830612000,697329.16401199996,0.72049689441
"261635106004",0.04640250548,4137.70760900000,4202.35929039000,"192","0","195","187","0","2","0","0","3","3","0",0.00000000000,0.00000000000,1410.31636019000,120127.52817200001,1.00000000000
"261635301004",0.09905563212,10842.39206790000,10842.39206790000,"1074","2","1075","1030","7","0","0","1","34","3","0",0.00000000000,20.19067424190,2456.60146773000,256415.82354300001,0.99813780261
"261635363004",0.05748866114,12924.28776840000,12872.10356470000,"743","6","740","735","0","0","0","0","2","3","0",0.00000000000,104.36840728200,2104.88418295000,148810.04141500001,0.99192462988
"261635363003",0.08086612328,11525.22171390000,11389.19441900000,"932","11","922","895","4","0","0","1","21","1","0",0.00000000000,136.02729490700,1837.91218581000,209323.74897399999,0.98819742489
"261635363002",0.06792654887,9598.60335699000,9701.65584701000,"652","2","660","642","2","0","0","1","5","10","0",0.00000000000,29.44356857970,3003.26448289000,175830.33382699999,0.99693251534
"261635363005",0.05287234095,12577.46466400000,12672.03206750000,"665","2","670","649","0","0","0","0","14","7","0",0.00000000000,37.82696139540,1559.85138657000,136860.19434700001,0.99699248120
"261635363001",0.08010547009,10248.98797930000,10236.50443730000,"821","3","820","816","1","0","0","0","1","2","0",0.00000000000,37.45062599000,1965.05647905000,207356.46629899999,0.99634591961
"261635302004",0.07053180688,10307.40643330000,10321.58443390000,"727","2","728","711","0","0","0","0","14","3","0",0.00000000000,28.35600119200,1838.03326886000,182577.40030099999,0.99724896836
"261635302005",0.07212448145,11383.09743830000,11327.63776750000,"821","9","817","804","0","0","0","0","8","5","0",0.00000000000,124.78425937300,1970.93901547000,186699.39504400000,0.98903775883
"261635609001",1.14051999848,792.62091082000,476.97541536100,"904","380","563","435","25","1","1","19","43","39","0",0.00000000000,333.18135631800,8360.38578012000,2951051.12790000020,0.57964601770
"261635370001",0.06869724067,12969.95325240000,12780.71712190000,"891","7","885","861","0","0","0","7","16","1","0",0.00000000000,101.89637796500,1718.92938523000,177820.31388300000,0.99214365881
"261635422005",0.15103442908,5535.16178454000,5323.28956312000,"836","35","805","783","2","0","0","1","15","4","0",0.00000000000,231.73524217600,2608.10928615000,390928.79399400001,0.95813397129
"261635370006",0.05806525323,10143.76011910000,9954.31807951000,"589","20","578","565","0","1","0","0","3","9","0",0.00000000000,344.44007195500,1965.65140992000,150297.90478800001,0.96604414262
"261635370004",0.05671145391,10650.40584220000,10526.97398640000,"604","9","597","584","2","0","0","0","9","2","0",0.00000000000,158.69810029700,1519.10829553000,146794.74713999999,0.98509933775
"261635370005",0.08034316893,11276.62764660000,10791.20990020000,"906","53","868","837","1","1","0","1","13","15","0",0.00000000000,659.67027071500,2130.34900580000,207963.32057700001,0.94150110375
"261635422004",0.08343834562,11613.36544790000,11373.66750260000,"969","16","953","939","0","0","0","4","10","0","0",0.00000000000,191.75835620800,1870.42456796000,215968.38439200001,0.98348813210
"261635375001",0.08266220016,8722.24545968000,8589.17375364000,"721","14","710","697","6","0","0","0","4","3","0",0.00000000000,169.36398950800,2145.01055035000,213964.77296800000,0.98058252427
"261635422001",0.09621596315,8636.82046950000,8480.92118305000,"831","16","818","799","4","0","0","2","10","3","0",0.00000000000,166.29257221700,2056.05939433000,249043.29560600000,0.98074608905
"261635545004",0.10492525704,6985.92522575000,1057.89590731000,"733","641","117","66","3","8","0","6","9","25","0",0.00000000000,6109.11059987000,2808.61212685000,271562.55474900000,0.12551159618
"261635545005",0.13974069038,4222.10594793000,801.48451892900,"590","483","116","74","1","11","2","4","15","9","0",0.00000000000,3456.40198788000,2536.97483112000,361672.19404199999,0.18135593220
"261635434002",0.12334390417,8512.78388748000,7937.15754842000,"1050","73","979","934","4","1","0","0","38","2","0",0.00000000000,591.84116551100,2412.56920609000,319249.37830300000,0.93047619048
"261635375004",0.06297416483,12243.11592130000,12100.20017130000,"771","9","764","750","2","0","0","2","8","2","0",0.00000000000,142.91575005400,1615.23371450000,163002.06621700001,0.98832684825
"261635375003",0.06177745994,12561.21570470000,12512.65430370000,"776","11","773","755","1","1","0","0","8","8","0",0.00000000000,178.05847004000,1999.62783460000,159905.07348399999,0.98582474227
"261635434001",0.12146508124,13625.31505470000,13238.37257270000,"1655","55","1612","1579","6","1","0","4","10","12","0",0.00000000000,452.80503202800,2402.39660743000,314384.77017700003,0.96676737160
"261635375002",0.09334094189,9481.36993343000,9481.36993343000,"885","5","885","860","1","1","0","0","18","5","0",0.00000000000,53.56706177080,2190.83784342000,241604.97015700000,0.99435028249
"261635435005",0.08321970443,8856.07567453000,8315.33835383000,"737","55","698","661","0","2","0","6","13","16","0",0.00000000000,660.90116974100,1856.54777468000,215394.06007400001,0.92537313433
"261635435002",0.09468653659,7266.08053051000,6400.06511844000,"688","96","610","548","17","5","0","4","18","18","0",0.00000000000,1013.87170193000,2031.16459319000,245071.30128399999,0.86046511628
"261635546002",0.19255398216,6943.50739999000,238.89404667100,"1337","1310","48","7","6","0","0","2","12","21","0",0.00000000000,6803.28698129000,3566.29021412000,498349.79937800003,0.02019446522
"261635604005",0.18610722219,3793.51210382000,85.97194569560,"706","693","16","3","1","9","0","0","0","3","0",0.00000000000,3723.65989794000,3186.67614235000,481583.06824800000,0.01841359773
"261635014002",0.09325457615,10315.84764790000,8117.56410546000,"962","208","761","733","2","0","0","4","15","7","0",0.00000000000,2230.45354549000,2014.64449251000,241447.24124400000,0.78378378378
"261635039004",0.07892749105,9654.43079252000,9287.00494871000,"762","35","734","697","2","11","0","1","16","7","0",0.00000000000,443.44498390900,2029.29904685000,204340.34000200001,0.95406824147
"261635042002",0.11730358685,11909.26925210000,11883.69458660000,"1397","10","1394","1372","0","1","0","0","14","7","0",0.00000000000,85.24888512620,2377.49786697000,303700.82334300003,0.99284180387
"261635043001",0.06551120983,12089.53402170000,11662.12625320000,"792","25","767","758","0","4","0","3","2","0","0",0.00000000000,381.61407896700,1938.57219745000,169607.71499600000,0.96843434343
"261635530002",0.13040305493,4256.03526174000,4064.32196167000,"555","27","530","521","1","1","1","0","4","2","0",0.00000000000,207.05036408500,2472.72751009000,337572.42966700002,0.95135135135
"261635017002",0.25018365426,4904.39714636000,1922.58763439000,"1227","761","484","428","3","14","0","3","18","18","0",0.00000000000,3041.76546730000,3858.80189307000,647765.86731000000,0.37978810106
"261635507001",0.24972047904,3908.36988515000,96.10745619220,"976","960","27","7","0","2","0","3","4","11","0",0.00000000000,3844.29824769000,3238.35170153000,646580.71862299996,0.01639344262
"261635575003",0.16290531489,6113.98099964000,300.78822187000,"996","951","53","7","1","28","0","4","5","8","0",0.00000000000,5837.74691833000,3074.69885989000,421566.71300799999,0.04518072289
"261635052001",0.08333073231,7812.24383829000,7584.23672166000,"651","15","637","621","1","2","0","5","7","1","0",0.00000000000,180.00561839400,1928.47226541000,215738.60304099999,0.97695852535
"261635545003",0.11501284348,5399.39698214000,573.84895462400,"621","568","69","35","7","2","0","3","6","16","0",0.00000000000,4938.57888221000,2722.35182044000,297669.42787800002,0.08534621578
"261635012002",0.07030715701,7325.00106542000,7111.65151982000,"515","17","500","488","0","1","0","0","9","2","0",0.00000000000,241.79615167400,2249.81175778000,182029.80236300000,0.96699029126
"261635429001",0.14252320448,5325.44860148000,4932.53012759000,"759","60","703","671","2","6","0","0","20","4","0",0.00000000000,420.98407916900,2965.84428606000,368893.61750200001,0.92094861660
"261635368002",0.10807016220,9882.46874307000,9854.70899941000,"1068","5","1065","1054","0","1","0","0","8","2","0",0.00000000000,46.26623943380,2144.68986790000,279738.17048500001,0.99531835206
"261635301001",0.19136626616,5246.48372011000,5272.61162708000,"1004","3","1010","993","2","0","0","1","5","9","0",0.00000000000,15.67674418360,3391.45669868000,495372.49127800000,0.99701195219
"261635014004",0.10047571999,10818.53407110000,9683.93160179000,"1087","118","975","948","0","3","0","2","16","6","0",0.00000000000,1174.41308223000,2113.96712996000,260141.90809899999,0.89144434223
"261635106002",0.11876718336,11855.12664540000,5169.77823881000,"1408","790","638","149","0","218","12","24","215","20","0",0.00000000000,6651.66906948000,2326.16679848000,307464.05451300001,0.43892045455
"261635520001",0.10344695254,15331.52945640000,3538.04525916000,"1586","1231","369","61","1","133","0","3","157","14","0",0.00000000000,11899.81889080000,2297.79271921000,267801.62716600002,0.22383354351
"261635536004",0.23907676382,0.00000000000,0.00000000000,"0","0","0","0","0","0","0","0","0","0","0",0.00000000000,0.00000000000,3513.43004582000,618901.42308900005,0.00000000000
"261635043002",0.06518326011,9803.13041966000,9680.39952238000,"639","7","632","624","0","0","0","1","7","0","0",0.00000000000,107.38953511400,1665.08750799000,168759.12979300000,0.98904538341
"261635013001",0.06623781986,9918.80471555000,9269.62876004000,"657","56","616","573","5","1","4","2","16","15","0",0.00000000000,845.43845368500,2278.48762835000,171495.21625800000,0.91476407915
"261635546003",0.10387875713,7605.01975442000,154.02571654500,"790","782","16","1","2","3","0","0","2","8","0",0.00000000000,7528.00689615000,2064.22364097000,268847.69076700002,0.01012658228
"261635044001",0.09149899151,12295.21748170000,11967.34501550000,"1125","29","1098","1080","1","1","0","3","11","2","0",0.00000000000,316.94338397200,1961.69909717000,236887.98566100001,0.97422222222
"261635422002",0.10258639597,11112.58456120000,10859.13965020000,"1140","27","1117","1090","4","2","0","3","14","4","0",0.00000000000,263.19279224000,2082.89772828000,265532.27278100001,0.97631578947
"261635370002",0.07196353808,13604.11155690000,13701.38303890000,"979","5","987","952","3","0","0","1","18","13","0",0.00000000000,69.47963001470,1726.37169384000,186274.88602100001,0.99489274770
"261635370003",0.05675006994,12281.92318970000,12352.40768430000,"697","4","701","681","0","1","0","0","11","8","0",0.00000000000,70.48449463230,1525.30173490000,146894.60945200000,0.99426111908
"261635520002",0.10273124379,11145.58685090000,3533.49172652000,"1145","791","363","57","7","139","0","0","151","9","0",0.00000000000,7699.70235723000,2287.88606845000,265947.61675599997,0.30917030568
"261635422003",0.08059549132,11849.29807380000,11687.99872830000,"955","25","942","907","2","0","2","0","19","12","0",0.00000000000,310.19104905100,1862.54410779000,208609.92174600001,0.97382198953
"261635442003",0.08043074727,7124.14119520000,5221.88359857000,"573","164","420","387","3","1","0","0","18","11","0",0.00000000000,2039.02121468000,1846.59581325000,208172.21307999999,0.71378708552
"261635375005",0.06060498283,11764.70921520000,11715.20833490000,"713","7","710","703","1","0","0","0","2","4","0",0.00000000000,115.50205400600,1598.51395159000,156869.59890400001,0.99018232819
"261635435004",0.08378284334,8533.96675848000,8032.67080903000,"715","47","674","654","2","0","0","1","11","6","0",0.00000000000,560.97403866900,1899.31808517000,216851.48715900001,0.93426573427
"261635042003",0.05753764758,15033.63513130000,14981.49535620000,"865","3","862","844","0","0","0","0","18","0","0",0.00000000000,52.13977502170,1985.10935286000,148966.09749499999,0.99653179191
"261635507005",0.07941699346,9066.06972434000,365.16114167500,"720","701","30","5","0","9","0","1","4","11","0",0.00000000000,8826.82621772000,1925.01671507000,205624.97093600000,0.02638888889
"261635435003",0.09771981058,5955.80360357000,5085.96974394000,"582","92","505","472","4","3","0","8","3","15","0",0.00000000000,941.46723630300,2052.77506480000,252921.97206700000,0.84192439863
"261635533003",0.11976024462,4634.25907113000,4559.10892403000,"555","10","546","538","0","2","1","0","4","1","0",0.00000000000,83.50016344380,2407.61113195000,310015.72320399998,0.98198198198
"261635363006",0.15866851894,6579.75512087000,6434.79882989000,"1044","22","1032","997","3","0","0","11","11","10","0",0.00000000000,138.65384354300,3807.94375797000,410717.15006800002,0.97892720307
"261635011003",0.10611608597,8848.79979720000,8471.85411894000,"939","46","903","875","2","1","0","4","11","10","0",0.00000000000,433.48753000100,2252.58617766000,274739.48894299997,0.95101171459
"261635536001",0.12330342399,9367.13647188000,8937.30250391000,"1155","61","1104","1034","1","2","0","2","55","10","0",0.00000000000,494.71456691300,2411.40249248000,319194.17735999997,0.94718614719
"261635043005",0.10014225024,11763.26672440000,11323.89173640000,"1178","45","1136","1116","0","1","0","2","14","3","0",0.00000000000,449.36078319100,2519.92995180000,259266.78977800001,0.96179966044
"261635534003",0.10745531002,6793.52188267000,6439.88649699000,"730","42","694","676","3","1","0","2","6","6","0",0.00000000000,390.86016311200,2319.57145557000,278165.10684099997,0.94246575343
"261635506004",0.13475558436,3895.94243911000,155.83769756400,"525","510","21","1","4","6","0","0","4","6","0",0.00000000000,3784.62979799000,2878.77985965000,348913.00090599997,0.02857142857
"261635521001",0.04417355923,17340.69007280000,5636.85617248000,"766","528","252","51","4","74","13","3","93","14","0",0.00000000000,11952.85164290000,1416.63435896000,114354.53249400000,0.31070496084
"261635303001",0.15340122208,7222.88900289000,7164.21932687000,"1108","18","1110","1065","4","2","0","11","8","20","0",0.00000000000,117.33935203200,4002.77459572000,397090.97335400002,0.98375451264
"261635044004",0.10920928992,9129.25998066000,8955.28210741000,"997","27","978","958","1","0","0","0","11","8","0",0.00000000000,247.23171462200,2390.27164836000,282738.03600000002,0.97291875627
"261635043003",0.06936541085,13364.00936260000,13205.42888480000,"927","12","916","898","0","1","0","0","16","1","0",0.00000000000,172.99688495300,1700.56517101000,179586.88042999999,0.98705501618
"261635014003",0.12958343702,10008.99520680000,8234.07701283000,"1297","242","1071","1000","5","8","0","4","38","16","0",0.00000000000,1867.52262147000,2867.44420076000,335505.77788600000,0.81341557440
"261635013002",0.08556429668,12481.84162670000,11815.67592190000,"1068","57","1013","1002","0","0","0","2","7","2","0",0.00000000000,666.16570479700,2421.58721964000,221532.58405100001,0.94662921348
"261635506001",0.38578926189,2138.47320672000,62.21012965000,"825","810","24","7","0","6","0","0","2","9","0",0.00000000000,2099.59187569000,7718.52174062000,998896.17764899996,0.01818181818
"261635017001",0.21539044581,7488.72585301000,3681.68605173000,"1613","837","813","674","19","12","1","20","50","37","0",0.00000000000,3885.96623619000,3467.52241846000,557676.88993800001,0.48109113453
"261635042004",0.11564036457,8465.90205439000,8396.72205804000,"979","13","972","953","4","0","0","1","8","6","0",0.00000000000,112.41749408300,2309.31189401000,299395.39854400000,0.98672114403
"261635505001",0.14560801076,6297.73042842000,267.84240644300,"917","891","40","1","0","14","1","1","9","14","0",0.00000000000,6119.16882412000,2887.83543403000,377004.31227599998,0.02835332606
"261635013007",0.07285479563,11049.37558390000,10514.06422020000,"805","42","769","754","0","2","0","3","4","6","0",0.00000000000,576.48916089900,2185.40997057000,188625.54359900000,0.94782608696
"261635521004",0.10005888281,14781.29635770000,6865.95713166000,"1479","798","704","291","13","181","1","17","178","23","0",0.00000000000,7975.30391712000,2259.92438661000,259027.06061099999,0.46044624747
"261635521002",0.03893135887,19007.81327520000,4880.38448957000,"740","551","195","23","4","116","0","5","41","6","0",0.00000000000,14153.11501980000,1400.13510663000,100783.86706500000,0.25540540541
"261635507002",0.15265496318,5856.34414634000,189.97089512700,"894","880","29","0","2","11","0","0","1","15","0",0.00000000000,5764.63405904000,3116.48992719000,395254.50475700002,0.01565995526
"261635524003",0.08017080545,12298.74134980000,5076.66098315000,"986","580","414","202","4","123","0","7","70","8","0",0.00000000000,7234.55373520000,1888.01143610000,207546.08000600000,0.41176470588
"261635524001",0.22482549911,4154.33304357000,3131.31741186000,"934","230","718","390","1","111","0","14","188","14","0",0.00000000000,1023.01563171000,3953.11444962000,582030.55545900005,0.75374732334
"261635367001",0.09059249507,9548.25230610000,9515.13698018000,"865","12","862","832","11","1","0","0","9","9","0",0.00000000000,132.46130366800,2296.39119675000,234497.69783799999,0.98612716763
"261635364005",0.10649535683,6141.11280997000,6159.89297147000,"654","3","656","646","0","1","0","0","4","5","0",0.00000000000,28.17024224760,2652.96948037000,275664.65865000000,0.99541284404
"261635303002",0.11706658178,0.00000000000,0.00000000000,"0","0","0","0","0","0","0","0","0","0","0",0.00000000000,0.00000000000,2392.71813414000,303038.40277200000,0.00000000000
"261635364001",0.09927769995,7040.85610718000,7030.78335166000,"699","4","698","687","0","5","0","0","3","3","0",0.00000000000,40.29102207260,2065.31179959000,256984.35384600001,0.99427753934
"261635303003",0.19059856664,4129.09715887000,4186.81007977000,"787","1","798","763","2","10","0","0","11","12","0",0.00000000000,5.24662917264,2842.39077901000,493378.33495400002,0.99872935197
"261635367002",0.14965812737,6461.39315653000,6481.43884368000,"967","6","971","950","1","0","0","1","9","10","0",0.00000000000,40.09137429080,2633.92516858000,387386.49260900001,0.99379524302
"261635303004",0.14530270219,5808.56369010000,5815.44587457000,"844","7","848","817","11","0","0","3","6","11","0",0.00000000000,48.17529126860,2773.75339485000,376123.94208900002,0.99170616114
"261635371001",0.05778279695,11439.39087280000,11387.47230610000,"661","3","658","654","1","2","0","0","1","0","0",0.00000000000,51.91856674500,1546.33003700000,149568.61570100000,0.99546142209
"261635371003",0.07262779899,11799.88946210000,11992.65311720000,"857","7","877","818","5","1","0","6","20","27","0",0.00000000000,96.38182757820,1980.45504580000,187992.25955399999,0.99183197200
"261635371004",0.08379804603,9749.63067427000,9666.09650693000,"817","11","810","785","1","1","0","0","19","4","0",0.00000000000,131.26797725500,1987.93444034000,216906.83587800001,0.98653610771
"261635377001",0.11110097481,13150.19964990000,12925.17912200000,"1461","27","1437","1405","1","1","0","1","26","3","0",0.00000000000,243.02217012100,2293.39453777000,287575.83105199999,0.98151950719
"261635548005",0.21844232499,4536.66660080000,723.30305038000,"991","856","170","78","3","14","0","12","28","35","0",0.00000000000,3918.65450079000,4345.15384597000,565358.74770700000,0.13622603431
"261635441005",0.24565322925,4078.92052980000,3338.03875692000,"1002","198","820","772","3","1","0","0","28","16","0",0.00000000000,806.01423642800,5458.94253299000,635799.05602000002,0.80239520958
"261635441006",0.38775014314,2434.55745074000,2313.34537427000,"944","55","898","872","3","2","0","1","11","9","0",0.00000000000,141.84391927000,5279.59696640000,1003567.11150000000,0.94173728814
"261635044002",0.08109543049,12479.12482760000,12146.18375020000,"1012","32","990","962","6","0","0","5","7","10","0",0.00000000000,394.59683249300,1852.86378232000,209953.81632300001,0.96837944664
"261635429002",0.11212761471,9292.98284575000,8276.28414669000,"1042","111","935","892","7","1","0","7","24","4","0",0.00000000000,989.94347013300,2324.60470655000,290222.66907000000,0.89347408829
"261635423003",0.14439382279,8227.49877430000,8047.43566981000,"1188","36","1166","1135","1","0","0","4","12","14","0",0.00000000000,249.31814467600,3375.35438781000,373742.56220300001,0.96969696970
"261635434003",0.16740576889,7401.17863461000,7168.21175265000,"1239","57","1201","1167","2","0","2","1","10","19","0",0.00000000000,340.49005825100,2904.61053273000,433292.88257800002,0.95399515739
"261635377002",0.12314917704,10913.59302810000,10816.15023320000,"1344","14","1332","1319","0","1","0","0","10","2","0",0.00000000000,113.68326070900,2368.51550434000,318760.04692100000,0.98958333333
"261635317003",0.09635664833,4037.08521129000,4005.95087804000,"389","3","386","383","0","0","1","0","2","0","0",0.00000000000,31.13433324900,2062.62022981000,249431.11519899999,0.99228791774
"261635018001",0.11218760499,10954.86439940000,6774.36691908000,"1229","465","778","704","1","9","1","18","31","14","0",0.00000000000,4144.84291759000,2170.14145341000,290467.83945899998,0.62164361269
"261635423001",0.07196261505,13701.55877810000,13604.28604850000,"986","11","983","944","1","0","0","4","26","8","0",0.00000000000,152.85714661200,1751.74208511000,186266.57549100000,0.98884381339
"261635377003",0.12246459761,12036.13149220000,11889.15023920000,"1474","24","1456","1432","4","1","0","0","13","6","0",0.00000000000,195.97500394300,2404.25009646000,316986.41894800001,0.98371777476
"261635436001",0.12495713856,7394.53552375000,5593.91810725000,"924","228","706","672","4","0","0","7","13","10","0",0.00000000000,1824.62564872000,2407.99088853000,323416.12881299999,0.75324675325
"261635429004",0.11889973631,8578.65653561000,7838.53714823000,"1020","83","947","908","0","1","0","15","13","10","0",0.00000000000,698.06714946700,2350.28729214000,307747.93911600002,0.91862745098
"261635538003",0.11239445807,8398.99062837000,8292.22379835000,"944","17","932","921","2","0","0","0","4","5","0",0.00000000000,151.25300919700,2335.54761071000,290951.29403100000,0.98199152542
"261635536003",0.08872511639,8723.57266450000,8531.96964732000,"774","23","760","732","3","1","0","3","12","9","0",0.00000000000,259.22761147700,2258.68795556000,229683.07384800000,0.97028423773
"261635436006",0.23839097783,5696.52430805000,4815.61848722000,"1358","215","1167","1057","14","0","9","19","44","24","0",0.00000000000,901.87976894800,3148.07892689000,617012.29890599998,0.84167893962
"261635436007",0.15951627388,6093.42217161000,5453.98898076000,"972","111","877","812","4","0","3","7","35","16","0",0.00000000000,695.85376651100,2646.25368096000,412869.52355400001,0.88580246914
"261635521006",0.03785400413,19205.36589520000,11517.93608020000,"727","293","441","379","2","0","0","5","48","7","0",0.00000000000,7740.26438418000,1306.75886224000,97993.90263410000,0.59697386520
"261635547001",0.47863803488,2222.97419443000,146.24830226500,"1064","1002","74","44","1","4","0","4","9","12","0",0.00000000000,2093.43998385000,4946.09026996000,1238758.28640000010,0.05827067669
"261635429003",0.11913589679,8922.58360944000,7890.14919367000,"1063","126","946","909","0","8","0","6","14","9","0",0.00000000000,1057.61574298000,2341.13947467000,308360.80521100003,0.88146754469
"261635617001",2.74923643995,345.55049038200,232.42817195100,"950","330","651","545","12","2","2","12","47","31","0",0.00000000000,120.03332823800,13554.48570320000,7113779.26876000036,0.65263157895
"261635616003",0.56037376395,2244.93022502000,98.14877772350,"1258","1212","62","11","4","8","0","7","16","16","0",0.00000000000,2162.84215638000,6055.73469169000,1450050.79010000010,0.03656597774
"261635045002",0.29283684519,713.70800304100,693.21877807300,"209","6","204","200","0","0","0","1","2","1","0",0.00000000000,20.48922496770,4011.35190705000,758137.38381599996,0.97129186603
"261635425003",0.09322640291,6768.46880591000,6521.75758160000,"631","24","610","596","0","0","0","2","9","3","0",0.00000000000,257.43779927400,2478.66002839000,241301.15988100000,0.96196513471
"261635582005",0.24912668138,4848.93867382000,264.92545734500,"1208","1170","71","17","2","4","0","5","10","33","0",0.00000000000,4696.40583474000,3238.06143290000,644744.91597800003,0.03145695364
"261635579001",0.54305939903,1845.10203083000,73.65676769760,"1002","966","41","15","3","8","0","1","9","5","0",0.00000000000,1778.81093990000,5231.41001761000,1405367.07074000011,0.03592814371
"261635013005",0.07597330723,12767.64215420000,12306.95403520000,"970","35","937","916","6","0","0","2","11","2","0",0.00000000000,460.68811896600,2294.78981223000,196699.12171100001,0.96391752577
"261635580004",0.25344516161,2982.89379521000,217.00946922800,"756","711","57","5","1","6","0","2","31","12","0",0.00000000000,2805.34059311000,3268.30365748000,655893.45572600001,0.05952380952
"261635582001",0.26811720293,3871.44125284000,380.43064334300,"1038","957","102","23","0","39","0","0","19","21","0",0.00000000000,3569.33456548000,3361.93757066000,693900.25105600001,0.07803468208
"261635581001",0.24394104467,3054.01660066000,176.27209909800,"745","711","46","4","3","21","1","3","2","12","0",0.00000000000,2914.63866184000,3215.32871496000,631317.63774799998,0.04563758389
"261635581004",0.24745257591,2206.48339586000,72.74121085250,"546","538","18","1","1","1","0","0","5","10","0",0.00000000000,2174.15396881000,3208.72289727000,640398.72924000002,0.01465201465
"261635616002",0.20502754594,5155.40482703000,214.60530973400,"1057","1019","45","1","3","20","0","1","13","7","0",0.00000000000,4970.06387771000,3888.95953423000,530543.77036600001,0.03595080416
"261635579005",0.51401850143,974.67308785800,64.20002375110,"501","470","35","22","0","5","0","2","2","4","0",0.00000000000,914.36397463700,4906.53245281000,1330177.45427000010,0.06187624751
"261635579004",0.23348376748,5602.10251064000,278.39194433600,"1308","1254","74","4","6","20","0","9","15","20","0",0.00000000000,5370.82304919000,3107.39875838000,604216.11396400002,0.04128440367
"261635580001",0.24974637188,4276.33839876000,216.21935724100,"1068","1030","59","0","5","17","0","5","11","21","0",0.00000000000,4124.18403626000,3242.97391493000,646328.19456400000,0.03558052434
"261635013003",0.08179972515,14890.02558100000,14437.70132280000,"1218","41","1181","1165","4","1","0","0","7","4","0",0.00000000000,501.22417801300,1898.72025464000,211786.60732300000,0.96633825944
"261635577001",0.21227838328,5893.20485988000,89.50510978230,"1251","1233","19","0","0","9","0","0","9","1","0",0.00000000000,5808.41054535000,3210.51744104000,549328.87347899994,0.01438848921
"261635121001",0.09151362712,10271.69427800000,9976.65625084000,"940","27","915","886","21","1","0","2","3","2","0",0.00000000000,295.03802713300,2166.89022328000,236932.36460999999,0.97127659575
"261635577004",0.23251726266,6089.87042004000,167.72948190800,"1416","1386","40","1","0","18","0","1","10","10","0",0.00000000000,5960.84774165000,3388.18740458000,601695.76151800004,0.02118644068
"261635616001",0.27429391007,4367.57782810000,131.24607830700,"1198","1179","37","0","0","4","0","1","14","18","0",0.00000000000,4298.30906455000,3893.23180472000,709789.04396200005,0.01585976628
"261635616004",1.37169988313,398.04625393400,33.53503238270,"546","509","46","3","5","15","0","0","14","9","0",0.00000000000,371.07242353900,8848.69781723000,3549553.02681999980,0.06776556777
"261635617002",1.43200030545,1378.49132608000,86.59216030060,"1974","1888","140","15","7","20","0","16","28","54","0",0.00000000000,1318.43547296000,8087.48571886000,3705196.31569000008,0.04356636272
